"idcase","depvar","income","agehed","rooms","region","alt","ic","oc","chid"
90,TRUE,7,40,4,"scostl","gc",505.93,125.04,90
90,FALSE,7,40,4,"scostl","gr",733.97,110.92,90
90,FALSE,7,40,4,"scostl","hp",949.44,158.38,90
91,FALSE,5,30,2,"ncostl","ec",689.92,499.32,91
91,FALSE,5,30,2,"ncostl","er",964.66,395.14,91
91,FALSE,5,30,2,"ncostl","gc",666.2,144.44,91
91,FALSE,5,30,2,"ncostl","gr",765.25,144.31,91
91,TRUE,5,30,2,"ncostl","hp",1070.4,227.88,91
92,FALSE,6,50,7,"ncostl","ec",704.06,491.24,92
92,FALSE,6,50,7,"ncostl","er",1131.4,461.14,92
92,TRUE,6,50,7,"ncostl","gc",804.6,146.29,92
92,FALSE,6,50,7,"ncostl","gr",925.58,143.9,92
92,FALSE,6,50,7,"ncostl","hp",1129.2,251.66,92
93,FALSE,6,30,7,"scostl","ec",692.2,496.55,93
93,FALSE,6,30,7,"scostl","er",848.99,414.58,93
93,TRUE,6,30,7,"scostl","gc",673.69,144.01,93
93,FALSE,6,30,7,"scostl","gr",814.08,138.18,93
93,FALSE,6,30,7,"scostl","hp",902.39,174.22,93
94,FALSE,5,55,6,"scostl","ec",993.06,516.69,94
94,FALSE,5,55,6,"scostl","er",1075.7,457.27,94
94,FALSE,5,55,6,"scostl","gc",807.59,181.42,94
94,TRUE,5,55,6,"scostl","gr",1010.9,161.65,94
94,FALSE,5,55,6,"scostl","hp",1131,265.34,94
95,FALSE,7,25,5,"ncostl","ec",948.83,607.08,95
95,FALSE,7,25,5,"ncostl","er",1031.8,488.6,95
95,TRUE,7,25,5,"ncostl","gc",830.98,182.24,95
95,FALSE,7,25,5,"ncostl","gr",1033.8,172.94,95
95,FALSE,7,25,5,"ncostl","hp",1048.8,227.72,95
96,FALSE,5,40,5,"mountn","ec",826.91,560.33,96
96,FALSE,5,40,5,"mountn","er",993.83,478.5,96
96,TRUE,5,40,5,"mountn","gc",906.69,179.65,96
96,FALSE,5,40,5,"mountn","gr",1039.4,183.94,96
96,FALSE,5,40,5,"mountn","hp",1125.7,233.94,96
97,FALSE,6,60,5,"mountn","ec",700.09,435.62,97
97,FALSE,6,60,5,"mountn","er",856.06,438.67,97
97,TRUE,6,60,5,"mountn","gc",682.7,142.33,97
97,FALSE,6,60,5,"mountn","gr",844.81,137.7,97
97,FALSE,6,60,5,"mountn","hp",867.33,200.77,97
98,FALSE,6,35,6,"valley","ec",763.54,404.11,98
98,FALSE,6,35,6,"valley","er",980.45,397.23,98
98,TRUE,6,35,6,"valley","gc",672.11,169.22,98
98,FALSE,6,35,6,"valley","gr",1017.1,132.12,98
98,FALSE,6,35,6,"valley","hp",1033.1,242.22,98
99,FALSE,2,35,5,"scostl","ec",977.49,556.5,99
99,FALSE,2,35,5,"scostl","er",1290.7,496.1,99
99,TRUE,2,35,5,"scostl","gc",816.25,200.79,99
99,FALSE,2,35,5,"scostl","gr",942.39,161.42,99
99,FALSE,2,35,5,"scostl","hp",1226.6,250.06,99
100,FALSE,3,55,7,"valley","ec",772.38,527.28,100
100,FALSE,3,55,7,"valley","er",862.07,399.32,100
100,TRUE,3,55,7,"valley","gc",723.46,158.58,100
100,FALSE,3,55,7,"valley","gr",710,156.69,100
100,FALSE,3,55,7,"valley","hp",957.32,227.16,100
101,FALSE,6,65,7,"valley","ec",1034.7,552.32,101
101,FALSE,6,65,7,"valley","er",1185.4,528.56,101
101,TRUE,6,65,7,"valley","gc",898.37,206.17,101
101,FALSE,6,65,7,"valley","gr",1173.4,191.31,101
101,FALSE,6,65,7,"valley","hp",1244.6,230.37,101
102,FALSE,2,20,4,"scostl","ec",857.21,393.83,102
102,FALSE,2,20,4,"scostl","er",1072.5,378.97,102
102,TRUE,2,20,4,"scostl","gc",563.79,139.48,102
102,FALSE,2,20,4,"scostl","gr",789.27,136.32,102
102,FALSE,2,20,4,"scostl","hp",852.05,164.53,102
103,FALSE,6,65,7,"scostl","ec",773.6,482.73,103
103,FALSE,6,65,7,"scostl","er",1023.6,455.12,103
103,TRUE,6,65,7,"scostl","gc",721.78,176.34,103
103,FALSE,6,65,7,"scostl","gr",1016.5,132.86,103
103,FALSE,6,65,7,"scostl","hp",1013.1,220.91,103
104,FALSE,5,60,6,"valley","ec",941.68,503.84,104
104,TRUE,5,60,6,"valley","er",934.18,443.27,104
104,FALSE,5,60,6,"valley","gc",806.66,183.5,104
104,FALSE,5,60,6,"valley","gr",731.43,163.86,104
104,FALSE,5,60,6,"valley","hp",1016.8,230.81,104
105,TRUE,4,35,6,"scostl","ec",780.37,455.62,105
105,FALSE,4,35,6,"scostl","er",902.04,399.82,105
105,FALSE,4,35,6,"scostl","gc",764.82,160.79,105
105,FALSE,4,35,6,"scostl","gr",841.17,157.28,105
105,FALSE,4,35,6,"scostl","hp",1097.8,209.28,105
106,FALSE,6,60,2,"ncostl","ec",782.98,486.28,106
106,FALSE,6,60,2,"ncostl","er",1039.1,447.3,106
106,TRUE,6,60,2,"ncostl","gc",699.33,181.75,106
106,FALSE,6,60,2,"ncostl","gr",926.86,167.71,106
106,FALSE,6,60,2,"ncostl","hp",1064.7,240.34,106
107,FALSE,5,55,6,"valley","ec",751.48,426.81,107
107,FALSE,5,55,6,"valley","er",909.56,431.32,107
107,TRUE,5,55,6,"valley","gc",691.55,158.3,107
107,FALSE,5,55,6,"valley","gr",966.93,142.77,107
107,FALSE,5,55,6,"valley","hp",819.34,195.9,107
108,FALSE,5,55,4,"ncostl","ec",832.19,392.19,108
108,FALSE,5,55,4,"ncostl","er",961.74,396.08,108
108,TRUE,5,55,4,"ncostl","gc",593.03,148.62,108
108,FALSE,5,55,4,"ncostl","gr",830.11,140.45,108
108,FALSE,5,55,4,"ncostl","hp",1032.7,195.99,108
109,FALSE,7,35,5,"scostl","ec",830.27,512.74,109
109,FALSE,7,35,5,"scostl","er",963.76,471.12,109
109,FALSE,7,35,5,"scostl","gc",878.07,196.27,109
109,FALSE,7,35,5,"scostl","gr",1075.9,195.07,109
109,TRUE,7,35,5,"scostl","hp",1272.9,205.3,109
110,FALSE,5,55,6,"valley","ec",889.23,568.84,110
110,FALSE,5,55,6,"valley","er",1107.1,489.56,110
110,TRUE,5,55,6,"valley","gc",849.85,172.15,110
110,FALSE,5,55,6,"valley","gr",865.2,153.22,110
110,FALSE,5,55,6,"valley","hp",946.43,230.63,110
111,FALSE,2,50,6,"ncostl","ec",830.64,557.68,111
111,FALSE,2,50,6,"ncostl","er",946.4,434.39,111
111,TRUE,2,50,6,"ncostl","gc",846.58,182.25,111
111,FALSE,2,50,6,"ncostl","gr",933.31,138.43,111
111,FALSE,2,50,6,"ncostl","hp",989.79,212.26,111
112,FALSE,4,35,7,"mountn","ec",746.92,440.13,112
112,FALSE,4,35,7,"mountn","er",917.13,366.51,112
112,TRUE,4,35,7,"mountn","gc",722.34,160.97,112
112,FALSE,4,35,7,"mountn","gr",820.73,141.9,112
112,FALSE,4,35,7,"mountn","hp",742.53,171.04,112
113,FALSE,7,30,4,"valley","ec",804.48,468.61,113
113,FALSE,7,30,4,"valley","er",822.85,352.79,113
113,FALSE,7,30,4,"valley","gc",633.62,146.89,113
113,FALSE,7,30,4,"valley","gr",859.88,130.76,113
113,TRUE,7,30,4,"valley","hp",892.85,188.4,113
114,FALSE,5,60,3,"scostl","ec",682.43,353.46,114
114,TRUE,5,60,3,"scostl","er",712.86,236.67,114
114,FALSE,5,60,3,"scostl","gc",665.87,163.27,114
114,FALSE,5,60,3,"scostl","gr",760.66,142.52,114
114,FALSE,5,60,3,"scostl","hp",743.13,184.17,114
115,TRUE,7,55,5,"scostl","ec",558.6,420.88,115
115,FALSE,7,55,5,"scostl","er",714.01,390.62,115
115,FALSE,7,55,5,"scostl","gc",644.92,160.75,115
115,FALSE,7,55,5,"scostl","gr",763.17,142.59,115
115,FALSE,7,55,5,"scostl","hp",1014,169.97,115
116,FALSE,3,20,3,"mountn","ec",781.41,489.76,116
116,FALSE,3,20,3,"mountn","er",966.06,313.51,116
116,TRUE,3,20,3,"mountn","gc",881.72,183.73,116
116,FALSE,3,20,3,"mountn","gr",834.74,174.38,116
116,FALSE,3,20,3,"mountn","hp",1058.7,193.82,116
117,FALSE,4,25,2,"ncostl","ec",959.49,553.79,117
117,FALSE,4,25,2,"ncostl","er",1146.7,428.3,117
117,TRUE,4,25,2,"ncostl","gc",897.31,184.06,117
117,FALSE,4,25,2,"ncostl","gr",993.38,166.4,117
117,FALSE,4,25,2,"ncostl","hp",940.05,258.28,117
118,FALSE,5,45,2,"mountn","ec",816.38,511.18,118
118,FALSE,5,45,2,"mountn","er",1120,478.97,118
118,TRUE,5,45,2,"mountn","gc",840.91,169.91,118
118,FALSE,5,45,2,"mountn","gr",840.93,166.33,118
118,FALSE,5,45,2,"mountn","hp",1069.5,227.01,118
119,FALSE,7,30,6,"ncostl","ec",860.01,530.38,119
119,FALSE,7,30,6,"ncostl","er",1048.7,478.6,119
119,TRUE,7,30,6,"ncostl","gc",857.49,180.38,119
119,FALSE,7,30,6,"ncostl","gr",1044.8,160.26,119
119,FALSE,7,30,6,"ncostl","hp",1225,226.16,119
120,FALSE,6,20,4,"scostl","ec",702.16,545.82,120
120,FALSE,6,20,4,"scostl","er",984.69,404.09,120
120,TRUE,6,20,4,"scostl","gc",741.95,155.61,120
120,FALSE,6,20,4,"scostl","gr",775.09,162.27,120
120,FALSE,6,20,4,"scostl","hp",849.63,214.44,120
121,FALSE,7,55,6,"ncostl","ec",1115.3,631.81,121
121,FALSE,7,55,6,"ncostl","er",1225.5,585.11,121
121,FALSE,7,55,6,"ncostl","gc",918.09,224.73,121
121,TRUE,7,55,6,"ncostl","gr",1163.4,175.07,121
121,FALSE,7,55,6,"ncostl","hp",1244.4,236.85,121
122,FALSE,6,40,7,"valley","ec",801.58,481.92,122
122,TRUE,6,40,7,"valley","er",1125.4,442.36,122
122,FALSE,6,40,7,"valley","gc",746.42,169.39,122
122,FALSE,6,40,7,"valley","gr",791.99,176.56,122
122,FALSE,6,40,7,"valley","hp",1118.2,223.81,122
123,FALSE,5,30,6,"scostl","ec",867.54,479.2,123
123,FALSE,5,30,6,"scostl","er",1004.8,445.86,123
123,TRUE,5,30,6,"scostl","gc",953.81,193.8,123
123,FALSE,5,30,6,"scostl","gr",914.01,186.6,123
123,FALSE,5,30,6,"scostl","hp",1184.7,250.95,123
124,FALSE,6,40,6,"valley","ec",837.86,480.42,124
124,FALSE,6,40,6,"valley","er",1027.6,422.81,124
124,TRUE,6,40,6,"valley","gc",775.8,185.82,124
124,FALSE,6,40,6,"valley","gr",786.18,149.99,124
124,FALSE,6,40,6,"valley","hp",924.67,240.97,124
125,FALSE,7,55,5,"scostl","ec",792.1,467.16,125
125,FALSE,7,55,5,"scostl","er",1015.1,399.22,125
125,TRUE,7,55,5,"scostl","gc",669.15,178.94,125
125,FALSE,7,55,5,"scostl","gr",876.55,142.5,125
125,FALSE,7,55,5,"scostl","hp",1096.5,242.67,125
126,FALSE,2,30,7,"ncostl","ec",1011.1,650.32,126
126,FALSE,2,30,7,"ncostl","er",1142.5,538.2,126
126,TRUE,2,30,7,"ncostl","gc",959.43,208.38,126
126,FALSE,2,30,7,"ncostl","gr",1227.2,201.64,126
126,FALSE,2,30,7,"ncostl","hp",1232.9,253.43,126
127,FALSE,2,65,6,"scostl","ec",959.82,409.16,127
127,FALSE,2,65,6,"scostl","er",937.12,403.31,127
127,TRUE,2,65,6,"scostl","gc",667.44,156.49,127
127,FALSE,2,65,6,"scostl","gr",949.36,172.01,127
127,FALSE,2,65,6,"scostl","hp",1017.2,212.98,127
128,FALSE,5,45,6,"scostl","ec",829.68,489.05,128
128,FALSE,5,45,6,"scostl","er",879.88,329.56,128
128,TRUE,5,45,6,"scostl","gc",776.23,157.99,128
128,FALSE,5,45,6,"scostl","gr",784.31,125.75,128
128,FALSE,5,45,6,"scostl","hp",1016.6,216.27,128
129,FALSE,6,45,6,"scostl","ec",825.94,485.75,129
129,FALSE,6,45,6,"scostl","er",949.07,416.63,129
129,TRUE,6,45,6,"scostl","gc",780.84,176.67,129
129,FALSE,6,45,6,"scostl","gr",816.53,151.26,129
129,FALSE,6,45,6,"scostl","hp",874.1,233.57,129
130,FALSE,6,45,4,"valley","ec",699.84,472.75,130
130,FALSE,6,45,4,"valley","er",875.49,375.23,130
130,FALSE,6,45,4,"valley","gc",670.58,158.16,130
130,TRUE,6,45,4,"valley","gr",817.37,158.33,130
130,FALSE,6,45,4,"valley","hp",945.08,185.03,130
131,FALSE,5,20,5,"valley","ec",875.86,506.65,131
131,FALSE,5,20,5,"valley","er",942.76,430.72,131
131,TRUE,5,20,5,"valley","gc",827.22,155.45,131
131,FALSE,5,20,5,"valley","gr",1122,179.92,131
131,FALSE,5,20,5,"valley","hp",920.93,212.9,131
132,FALSE,7,30,2,"scostl","ec",835,416.39,132
132,FALSE,7,30,2,"scostl","er",957.79,434.13,132
132,FALSE,7,30,2,"scostl","gc",870.04,192.51,132
132,TRUE,7,30,2,"scostl","gr",1004,157.92,132
132,FALSE,7,30,2,"scostl","hp",1112.4,223.88,132
133,TRUE,3,55,4,"ncostl","ec",889.76,447.3,133
133,FALSE,3,55,4,"ncostl","er",1028.2,430.39,133
133,FALSE,3,55,4,"ncostl","gc",864.18,163.67,133
133,FALSE,3,55,4,"ncostl","gr",857.69,161.75,133
133,FALSE,3,55,4,"ncostl","hp",961.8,184.29,133
134,FALSE,5,55,2,"valley","ec",746.42,561.85,134
134,FALSE,5,55,2,"valley","er",1143.9,464.07,134
134,FALSE,5,55,2,"valley","gc",746.18,185.37,134
134,TRUE,5,55,2,"valley","gr",1132.6,170.24,134
134,FALSE,5,55,2,"valley","hp",1126.8,226.74,134
135,FALSE,7,45,7,"valley","ec",769.34,432.26,135
135,FALSE,7,45,7,"valley","er",979.5,417.86,135
135,TRUE,7,45,7,"valley","gc",742.61,172.01,135
135,FALSE,7,45,7,"valley","gr",942.26,134.01,135
135,FALSE,7,45,7,"valley","hp",955.22,201.25,135
136,FALSE,5,60,3,"scostl","ec",686.17,499.06,136
136,FALSE,5,60,3,"scostl","er",931.27,428.07,136
136,FALSE,5,60,3,"scostl","gc",733.2,160.83,136
136,TRUE,5,60,3,"scostl","gr",853.06,177.99,136
136,FALSE,5,60,3,"scostl","hp",993.43,240.04,136
137,FALSE,2,50,7,"ncostl","ec",638.89,425.91,137
137,TRUE,2,50,7,"ncostl","er",722.43,314.75,137
137,FALSE,2,50,7,"ncostl","gc",658.86,106.31,137
137,FALSE,2,50,7,"ncostl","gr",737.19,112.04,137
137,FALSE,2,50,7,"ncostl","hp",759.69,170.71,137
138,TRUE,5,30,6,"ncostl","ec",968.98,468.23,138
138,FALSE,5,30,6,"ncostl","er",942.23,464.48,138
138,FALSE,5,30,6,"ncostl","gc",948.68,197.13,138
138,FALSE,5,30,6,"ncostl","gr",901.83,175.36,138
138,FALSE,5,30,6,"ncostl","hp",1172.2,218.18,138
139,FALSE,7,35,7,"scostl","ec",746.87,456.03,139
139,FALSE,7,35,7,"scostl","er",851.91,416.61,139
139,TRUE,7,35,7,"scostl","gc",789.62,162.9,139
139,FALSE,7,35,7,"scostl","gr",805.89,122.62,139
139,FALSE,7,35,7,"scostl","hp",1009.3,207.57,139
140,FALSE,5,25,5,"scostl","ec",951.02,464.65,140
140,FALSE,5,25,5,"scostl","er",1082.1,511.75,140
140,TRUE,5,25,5,"scostl","gc",876.06,216.02,140
140,FALSE,5,25,5,"scostl","gr",965.53,176.66,140
140,FALSE,5,25,5,"scostl","hp",1259.6,226.36,140
141,FALSE,3,40,4,"scostl","ec",750.84,488.28,141
141,FALSE,3,40,4,"scostl","er",1066.3,386.17,141
141,FALSE,3,40,4,"scostl","gc",790,172.53,141
141,TRUE,3,40,4,"scostl","gr",930.1,154.99,141
141,FALSE,3,40,4,"scostl","hp",836.43,216.03,141
142,FALSE,3,65,4,"ncostl","ec",817.23,476.01,142
142,FALSE,3,65,4,"ncostl","er",1032.7,444.25,142
142,TRUE,3,65,4,"ncostl","gc",704.92,173.88,142
142,FALSE,3,65,4,"ncostl","gr",940.6,163.3,142
142,FALSE,3,65,4,"ncostl","hp",1196.6,223.01,142
143,FALSE,7,40,3,"scostl","ec",825.8,436.69,143
143,TRUE,7,40,3,"scostl","er",898.65,434.84,143
143,FALSE,7,40,3,"scostl","gc",731.26,156.51,143
143,FALSE,7,40,3,"scostl","gr",958.45,166.31,143
143,FALSE,7,40,3,"scostl","hp",920.17,196.98,143
144,FALSE,3,65,2,"mountn","ec",751.55,510.11,144
144,FALSE,3,65,2,"mountn","er",1053.3,391.91,144
144,FALSE,3,65,2,"mountn","gc",748.62,140.8,144
144,FALSE,3,65,2,"mountn","gr",921.39,142.97,144
144,TRUE,3,65,2,"mountn","hp",1097.8,171.52,144
145,FALSE,4,25,5,"scostl","ec",761.5,434.12,145
145,FALSE,4,25,5,"scostl","er",1036.2,454.33,145
145,FALSE,4,25,5,"scostl","gc",829.5,147.7,145
145,FALSE,4,25,5,"scostl","gr",1006.4,136.23,145
145,TRUE,4,25,5,"scostl","hp",981.82,202.74,145
146,FALSE,7,45,7,"mountn","ec",1049.5,616.72,146
146,FALSE,7,45,7,"mountn","er",1196.7,426.6,146
146,FALSE,7,45,7,"mountn","gc",862.48,208.65,146
146,TRUE,7,45,7,"mountn","gr",966.9,173.89,146
146,FALSE,7,45,7,"mountn","hp",1174.5,219.37,146
147,FALSE,4,40,2,"scostl","ec",1037.2,566.59,147
147,FALSE,4,40,2,"scostl","er",1080.5,443.7,147
147,TRUE,4,40,2,"scostl","gc",858.69,208.01,147
147,FALSE,4,40,2,"scostl","gr",997.94,174.98,147
147,FALSE,4,40,2,"scostl","hp",1334.9,248.13,147
148,FALSE,7,45,7,"scostl","ec",1062.7,579.91,148
148,FALSE,7,45,7,"scostl","er",1143.4,439.09,148
148,FALSE,7,45,7,"scostl","gc",898.97,199.59,148
148,TRUE,7,45,7,"scostl","gr",932.3,169.23,148
148,FALSE,7,45,7,"scostl","hp",1218.7,269.68,148
149,FALSE,4,55,4,"ncostl","ec",794.43,434.36,149
149,FALSE,4,55,4,"ncostl","er",931.96,410.36,149
149,TRUE,4,55,4,"ncostl","gc",638.31,162.31,149
149,FALSE,4,55,4,"ncostl","gr",918.01,149.69,149
149,FALSE,4,55,4,"ncostl","hp",950.49,197.05,149
150,FALSE,7,65,5,"scostl","ec",856.37,506.28,150
150,FALSE,7,65,5,"scostl","er",1143.6,476.85,150
150,TRUE,7,65,5,"scostl","gc",821.55,195.14,150
150,FALSE,7,65,5,"scostl","gr",1144.1,189.66,150
150,FALSE,7,65,5,"scostl","hp",1189.7,229.74,150
151,FALSE,3,25,5,"scostl","ec",834.49,443.52,151
151,FALSE,3,25,5,"scostl","er",869.79,385.83,151
151,FALSE,3,25,5,"scostl","gc",798.04,154.16,151
151,FALSE,3,25,5,"scostl","gr",919.13,138.55,151
151,TRUE,3,25,5,"scostl","hp",1043.9,191.99,151
152,FALSE,5,35,2,"valley","ec",671.65,366.35,152
152,FALSE,5,35,2,"valley","er",834.96,347.59,152
152,FALSE,5,35,2,"valley","gc",780.24,132.09,152
152,TRUE,5,35,2,"valley","gr",830.71,122.77,152
152,FALSE,5,35,2,"valley","hp",1009.5,188.91,152
153,FALSE,7,50,6,"scostl","ec",847.34,474.76,153
153,FALSE,7,50,6,"scostl","er",880.88,446.05,153
153,FALSE,7,50,6,"scostl","gc",856.83,180.95,153
153,FALSE,7,50,6,"scostl","gr",877.33,148.17,153
153,TRUE,7,50,6,"scostl","hp",1038.1,248.99,153
154,FALSE,3,45,6,"scostl","ec",760.36,381,154
154,FALSE,3,45,6,"scostl","er",918.61,368.03,154
154,TRUE,3,45,6,"scostl","gc",710.57,145,154
154,FALSE,3,45,6,"scostl","gr",799.08,158.41,154
154,FALSE,3,45,6,"scostl","hp",808.43,208.48,154
155,FALSE,2,40,2,"valley","ec",767.82,423.51,155
155,FALSE,2,40,2,"valley","er",907.21,422.16,155
155,TRUE,2,40,2,"valley","gc",762.4,168.49,155
155,FALSE,2,40,2,"valley","gr",915.74,160.24,155
155,FALSE,2,40,2,"valley","hp",1000.2,190.58,155
156,FALSE,7,30,2,"mountn","ec",872.04,543.87,156
156,FALSE,7,30,2,"mountn","er",1102.8,500.2,156
156,TRUE,7,30,2,"mountn","gc",905.16,190.87,156
156,FALSE,7,30,2,"mountn","gr",1134.9,209.18,156
156,FALSE,7,30,2,"mountn","hp",1151,252.74,156
157,FALSE,3,40,5,"ncostl","ec",704.65,329.52,157
157,FALSE,3,40,5,"ncostl","er",804.85,345.74,157
157,TRUE,3,40,5,"ncostl","gc",726.41,84.016,157
157,FALSE,3,40,5,"ncostl","gr",701.62,124.86,157
157,FALSE,3,40,5,"ncostl","hp",756.42,188.9,157
158,FALSE,5,45,7,"scostl","ec",1035.7,577.5,158
158,FALSE,5,45,7,"scostl","er",1087.1,496.08,158
158,TRUE,5,45,7,"scostl","gc",1020.1,198.63,158
158,FALSE,5,45,7,"scostl","gr",1081.9,185.03,158
158,FALSE,5,45,7,"scostl","hp",1349,279.55,158
159,FALSE,2,30,6,"scostl","ec",826.93,576.16,159
159,FALSE,2,30,6,"scostl","er",1043.7,488.24,159
159,TRUE,2,30,6,"scostl","gc",912.62,192.91,159
159,FALSE,2,30,6,"scostl","gr",1197.4,176.93,159
159,FALSE,2,30,6,"scostl","hp",1268,225.51,159
160,TRUE,2,55,5,"scostl","ec",1049.3,562.42,160
160,FALSE,2,55,5,"scostl","er",1171.9,447.68,160
160,FALSE,2,55,5,"scostl","gc",905.5,216.21,160
160,FALSE,2,55,5,"scostl","gr",930.25,156.13,160
160,FALSE,2,55,5,"scostl","hp",1269.8,238.68,160
161,FALSE,2,55,3,"scostl","ec",745.71,403.66,161
161,FALSE,2,55,3,"scostl","er",1009.8,368.16,161
161,TRUE,2,55,3,"scostl","gc",823.14,143.98,161
161,FALSE,2,55,3,"scostl","gr",784.29,122.95,161
161,FALSE,2,55,3,"scostl","hp",794.77,194.95,161
162,FALSE,3,65,3,"scostl","ec",792.18,439.3,162
162,FALSE,3,65,3,"scostl","er",832.78,386.3,162
162,TRUE,3,65,3,"scostl","gc",626.92,161.75,162
162,FALSE,3,65,3,"scostl","gr",774.16,142.91,162
162,FALSE,3,65,3,"scostl","hp",902.89,198.63,162
163,FALSE,7,45,7,"scostl","ec",828.49,395.62,163
163,FALSE,7,45,7,"scostl","er",994.13,404.83,163
163,TRUE,7,45,7,"scostl","gc",730.04,168.92,163
163,FALSE,7,45,7,"scostl","gr",942.26,152.35,163
163,FALSE,7,45,7,"scostl","hp",977.65,169.81,163
164,TRUE,6,65,7,"valley","ec",719.07,540.11,164
164,FALSE,6,65,7,"valley","er",937.23,445.78,164
164,FALSE,6,65,7,"valley","gc",737.34,180.92,164
164,FALSE,6,65,7,"valley","gr",938.72,135.97,164
164,FALSE,6,65,7,"valley","hp",1152.8,243.44,164
165,FALSE,5,40,6,"scostl","ec",875.09,405.75,165
165,FALSE,5,40,6,"scostl","er",1032.4,451.97,165
165,TRUE,5,40,6,"scostl","gc",750.5,157.88,165
165,FALSE,5,40,6,"scostl","gr",1071.3,152.81,165
165,FALSE,5,40,6,"scostl","hp",1080.1,219.14,165
166,TRUE,6,35,4,"ncostl","ec",784.33,606.83,166
166,FALSE,6,35,4,"ncostl","er",1009.8,466.33,166
166,FALSE,6,35,4,"ncostl","gc",854.97,204.25,166
166,FALSE,6,35,4,"ncostl","gr",932.54,148.74,166
166,FALSE,6,35,4,"ncostl","hp",1026.4,254.63,166
167,FALSE,5,35,4,"ncostl","ec",827.66,527.86,167
167,FALSE,5,35,4,"ncostl","er",970.1,416.79,167
167,TRUE,5,35,4,"ncostl","gc",795.37,171.5,167
167,FALSE,5,35,4,"ncostl","gr",1061.8,150.81,167
167,FALSE,5,35,4,"ncostl","hp",1122.5,224.5,167
168,FALSE,3,50,3,"ncostl","ec",769.52,493.3,168
168,FALSE,3,50,3,"ncostl","er",883.17,388.91,168
168,TRUE,3,50,3,"ncostl","gc",699.04,172.32,168
168,FALSE,3,50,3,"ncostl","gr",752.94,155.6,168
168,FALSE,3,50,3,"ncostl","hp",972.78,214.3,168
169,FALSE,6,60,5,"scostl","ec",917.09,509.22,169
169,FALSE,6,60,5,"scostl","er",1025.7,464.06,169
169,TRUE,6,60,5,"scostl","gc",790.18,194.12,169
169,FALSE,6,60,5,"scostl","gr",1085.4,176.79,169
169,FALSE,6,60,5,"scostl","hp",972.09,225.94,169
170,TRUE,6,45,3,"valley","ec",627.5,309.28,170
170,FALSE,6,45,3,"valley","er",699.01,315.77,170
170,FALSE,6,45,3,"valley","gc",565.27,126.61,170
170,FALSE,6,45,3,"valley","gr",618.52,112.19,170
170,FALSE,6,45,3,"valley","hp",902.71,161.39,170
171,FALSE,6,40,7,"valley","ec",590.71,345.04,171
171,TRUE,6,40,7,"valley","er",884.25,371.73,171
171,FALSE,6,40,7,"valley","gc",774.64,145.76,171
171,FALSE,6,40,7,"valley","gr",815.35,148.28,171
171,FALSE,6,40,7,"valley","hp",745.93,172.99,171
172,FALSE,3,45,2,"ncostl","ec",571.47,299.97,172
172,FALSE,3,45,2,"ncostl","er",696.42,317.33,172
172,TRUE,3,45,2,"ncostl","gc",732.16,112.29,172
172,FALSE,3,45,2,"ncostl","gr",721.6,95.678,172
172,FALSE,3,45,2,"ncostl","hp",749.5,173.02,172
173,FALSE,2,60,7,"ncostl","ec",633.56,305.42,173
173,FALSE,2,60,7,"ncostl","er",643.4,273.62,173
173,TRUE,2,60,7,"ncostl","gc",461.29,117.15,173
173,FALSE,2,60,7,"ncostl","gr",609.41,113.8,173
173,FALSE,2,60,7,"ncostl","hp",811.23,143.66,173
174,FALSE,2,65,7,"scostl","ec",982.74,481.83,174
174,FALSE,2,65,7,"scostl","er",1051.3,434.05,174
174,FALSE,2,65,7,"scostl","gc",834.94,181.13,174
174,TRUE,2,65,7,"scostl","gr",974.41,136.74,174
174,FALSE,2,65,7,"scostl","hp",1169.1,222.22,174
175,FALSE,3,30,5,"ncostl","ec",1090.4,656.01,175
175,FALSE,3,30,5,"ncostl","er",1301.6,617.96,175
175,TRUE,3,30,5,"ncostl","gc",999.61,225.2,175
175,FALSE,3,30,5,"ncostl","gr",1091.9,183.47,175
175,FALSE,3,30,5,"ncostl","hp",1357.5,291.61,175
176,FALSE,7,25,3,"ncostl","ec",731.18,429.89,176
176,FALSE,7,25,3,"ncostl","er",830.81,384.02,176
176,TRUE,7,25,3,"ncostl","gc",815.01,128.41,176
176,FALSE,7,25,3,"ncostl","gr",808.62,160.79,176
176,FALSE,7,25,3,"ncostl","hp",968.09,227.96,176
177,FALSE,4,30,2,"valley","ec",803.14,395.59,177
177,FALSE,4,30,2,"valley","er",910.79,410.63,177
177,TRUE,4,30,2,"valley","gc",766.43,163.41,177
177,FALSE,4,30,2,"valley","gr",855.07,127.79,177
177,FALSE,4,30,2,"valley","hp",878.21,212.14,177
178,FALSE,2,35,5,"scostl","ec",797.01,431.66,178
178,FALSE,2,35,5,"scostl","er",784.7,357.99,178
178,TRUE,2,35,5,"scostl","gc",699.36,173.97,178
178,FALSE,2,35,5,"scostl","gr",739.59,137.7,178
178,FALSE,2,35,5,"scostl","hp",977.82,218.29,178
179,FALSE,2,20,3,"scostl","ec",999.32,506.39,179
179,FALSE,2,20,3,"scostl","er",1129.5,469.1,179
179,FALSE,2,20,3,"scostl","gc",831.35,192.49,179
179,TRUE,2,20,3,"scostl","gr",1031.6,182.07,179
179,FALSE,2,20,3,"scostl","hp",1165.7,238.26,179
180,FALSE,2,35,6,"scostl","ec",864.36,527.33,180
