id,name,amount,abstract,address,ref_number,university,year,area,survive,social_media,phone_call,No_members,No_alumni,No_professor,No_undergrad,No_postgrad,No_other,Employee,private_fund,Sciencepark
49,ATSPIN Limited,0.50599659,"ATSPIN is a start-up company focusing at the commercialisation of a new ""Intelligent Bio-disc Platform (IBP)"" based on an electrical-power enabled lab-on-a-disc (LOAD) microfluidics configuration. ATSPIN has integrated a smart power-coupling scheme to drive embedded electronics within a microfluidic disc device while it is still in spinning state. This scheme has enabled a wide variety of sample processing and signal collection steps anywhere within the disc anytime as desired. ATSPIN has developed several IBPs for the biotech industry to perform low-cost high-throughput bioassay including (i) parallel screening of multiple proteins or nucleic acids using centrifugal force-assisted electrophoretic separation, (ii) microfluidic separation of plasma from blood samples, (iii) cell-based allergy screening, (iv) sample-to-answer DNA screening from blood samples. Knowledge and experience acquired from previous university research projects have been transferred to ATSPIN. The company has joined the INCU-TECH scheme of Hong Kong Science and Technology Park in June 2016 to further commercialise its IBP technology, with a specific aim to serve customers from healthcare, R&D research laboratories and academics. Meanwhile, ATSPIN is also actively engaged in developing other smart laboratory instruments for biomedical customers. One example of such instruments is a temperature-controlled miniaturised cell-culture chamber for real-time imaging of cell activities.","Unit 203D , 2/F, IC Development Centre, No. 6 Science Park West Avenue, Hong Kong Science and Technology Park",TSSSU/CUHK/14/04,CUHK,2014,Electronics,1,0,0,2,0,1,0,1,0,,0,0
50,Hyperlab Limited,0.490167,"HyperLab Limited strives to bridge gap in the information world. We develop a series of products to enhance the experience of Personal Knowledge Management (PKM). Our product line boosts people's efficiency in discovering, acquiring, organising, managing and retrieving useful and important information. The first product ""Hyperlink"" is a personal search engine to unveil the hidden Internet. In particular, it provides a unified search experience for scattered personal data including social networks , cloud storage, email and more.","Unit C, 4/F, China Insurance Building, 48 Cameron Road, Tsim Sha Tsui, Kowloon, HongKong",TSSSU/CUHK/14/05,CUHK,2014,Information and Communication Technologies,1,0,0,1,0,0,0,1,0,,0,0
51,GemVCare Limited,0.8348,GemVCare is the first Hong Kong based genetic testing company specialized in diabetes,"Unit 628, 6/F, Biotech Centre 2, No. 11 Science Park West Avenue, Hong Kong Science Park, Shatin.",TSSSU/CUHK/14/06,CUHK,2014,Biotechnology,1,1,0,3,0,3,0,0,0,5,0,1
52,Codex Genetics Limited,1,"Codex Genetics was incorporated in 2013 Q1 by scientists specialized in genomics and bioinformatics. we aim to improve patient diagnosis and treatment by providing clinically ready genetic screening panels, enabled by our most advanced DNA sequencing technologies-GENESIS. Moreover we aim to be one of the largest database company in the world specialized in Asian genetic information-to facilitate the medical development on the most populated continent.","Room G06, G/F, Enterprise Place, No. 5 Science Park West Avenue, Hong Kong Science Park, Shatin, N.T., Hong Kong",TSSSU/CUHK/14/07,CUHK,2014,Biotechnology,0,1,0,5,4,0,0,1,0,7,0,1
53,HSK GeneTech Limited,0.8072554,"HSK GeneTech Limited was founded by a group of research scientists led by Prof. Hoi Shan Kwan of School of Life Sciences, the Chinese University of Hong Kong (CUHK). The Company's team of scientists, mostly PhDs, possess one of the territories' best expertise in the field of genomics and high throughput sequencing. The team has over 40 years of research and development experience in microbiology and DNA technology, and over 10 years of experience in providing Next-Generation Sequencing (NGS). The Company will expand the service to the general public as paid service. 
 The Company will disrupt the nutrition market by introducing the state-of-the-art gut microbiome analysis for health promotion. The upcoming service and product includes: Using microbiome sequencing technology to develop service for managing health conditions, including i) provide service schemes for adult weight management and children health; ii) Construct Asian gut microbiome-diet database for industry big data analysis and application; and iii) Develop prebiotics and probiotics food products. The Company's aim is to IPO in four years time. With the aid of the TSSSU, the company will have a first step to become a groundbreaking biotech-health management company in Hong Kong.","617, 11W Science Park West Avenue, Science Park, Shatin, NT, Hong Kong",TSSSU/CUHK/14/08,CUHK,2014,Biotechnology,1,1,0,3,0,1,0,1,1,5,0,1
54,SicureLabs Company Limited,0.3,"SicureLabs Co., Ltd. is a company devoted to providing verification tools and solutions for security-sensitive electronic products. Our mission is to help our customers to validate the security features of their designs at the front end to reduce time-to-market and rework cost. The first product of SicureLabs, namely FIASim, is an efficient and effective emulation tool to verify security under fault-injection attack (FIA) at design stage. To be specific, FIASim contains two tools which are used for logic circuit and memory, respectively. We target on two kinds of customers, the security-related integrated circuit (IC) design companies as well as research institutes and universities. In the first three to four years, we will try to occupy mainland market with our current contact resource, and after that gradually extend our sales to East Asia and other markets in the world.","Unit B2, 25/F, Legend Tower, No. 7 Shing Yip Street, Kwun Tong, Kowloon, Hong Kong",TSSSU/CUHK/15/01,CUHK,2015,Electronics,0,0,0,1,0,1,0,0,0,,0,0
55,Edvant Company Limited,0.1,"Our company is formed by a group of teaching and learning experts, graduates and students at The Chinese University of Hong Kong. We think mobile technology should reshape teaching and learning, thus we develop and serve the community with innovative mobile-ready solutions for perfecting training and teaching.","Room 1502, 15/F, New Venture Centre, No. 18 Lam Tin Street, Kwai Chung, Hong Kong",TSSSU/CUHK/15/02,CUHK,2015,Information and Communication Technologies,0,0,1,4,0,1,3,0,0,2,0,1
56,VisionNav Robotics Limited,0.4,"VisionNav Robotics Limited is a high-tech company established by a group of graduates of the Chinese University of Hong Kong to develop and market advanced robotics and automation technology for improving the quality and productivity of manufacturing and service industries. In particular, its intelligent forklift automatic guided vehicle (AGV) can replace manually operated forklift trucks to perform various transporting tasks in natural environments such as factories, warehouses, etc. The high labour cost in Hong Kong provides AGV with good market potential.","Unit 520, 5/F, Enterprise Place, No.5 Science Park West Avenue, Hong Kong Science Park, Shatin, Hong Kong.",TSSSU/CUHK/15/03,CUHK,2015,Advanced Manufacturing/Process Development,0,1,0,7,2,1,0,3,1,,0,1
57,Lione Limited,0.1,A personalized fashion company combined with online styling features and O2O business model.,"Unit 708, Lakeside 2, Science Park",TSSSU/CUHK/15/04,CUHK,2015,Textiles/Clothing/Footwear,0,0,0,5,1,0,2,0,2,,0,0
58,C4Cat Entertainment Limited,0.5,C4Cat Entertainment Limited is a game development and distribution company. C4Cat focuses on high quality mobile games targeting music gamers. Dynamix is the first product of C4Cat. It is one of the top music games in the market.,"Lion Rock 72, 1/F, InnoCentre, 72 Tat Chee Avenue, Kowloon Tong, Kowloon",TSSSU/CUHK/15/05,CUHK,2015,Information and Communication Technologies,1,1,1,10,1,0,2,0,7,15,1,0
59,BrainNow Medical Technology Limited,0.5,"The mission of BrainNow is to develop and commercialize clinically applicable computer-aided (CAD) software tools for diagnosis of dementia and other neurodegenerative diseases. Our product meets the requirements for accurate extraction of the relevant biomarkers, and enables their efficient use in clinical practice and clinical research, by providing a comprehensive visualization and analysis workflow that are related to values derived from large population-based imaging studies.
 
 Product
 The major functionality of our product is 1) to support early detection of potential dementia from normal ageing-related cognitive decline; 2) to support differential diagnosis to classify different types of dementia.","Unit 103A, 1/F, Enterprise Place No.5 Science Park West Avenue Hong Kong Science Park, Shatin, N.T. HK",TSSSU/CUHK/15/06,CUHK,2015,Information and Communication Technologies,1,1,0,2,0,1,0,1,0,8,0,1
60,Health View Bioanalytic Limited,0.5,"Health View Bioanalytic Limited (HVB) was established in 2015. HVB provides novel technologies, Automatic Retinal Image Analysis (ARIA) method for health promotion in the general population. Using a fundus photo transferred through internet to the cloud, ARIA can be used at any time anywhere around the world to accurately assess the risk of stroke and other vascular diseases. The technology has obtained US, China and Taiwan patents in 2014 and 2017 respectively.
 
 ARIA was developed by the Chinese University of Hong Kong. Since the vessels at the back of the eye (retinal) are the only directly visible vessels in the whole body that share similar histological structure and pathological patterns with cerebral vessels, they can potentially provide an estimate of the cardiovascular health. It provides fast and convenient risk assessment for stroke, and benefits general population especially individuals with diabetes and hypertension. Our target users include rehabilitation centers, health centers, optometry shops, large enterprises, community health centers, general practitioners, nursing homes and so on. Its characteristics and advantages include:
 1. Fully automatic
 2. No need to use professionals to operate
 3. Non-invasive
 4. No radiation
 5. No side effects
 6. Fast
 7. Convenient
 8. Accurate
 9. Can be used repeatedly","Unit 202A, 2/F, IC Development Centre, No. 6 Science Park West Avenue, Hong Kong Science and Technology Park, Shatin, NT",TSSSU/CUHK/15/07,CUHK,2015,Biotechnology,1,1,0,1,0,1,0,0,0,6,0,1
