id,nearc2,nearc4,nearc4a,nearc4b,educ,age,south,famed,black,smsa,wage76,wage78,wage80,kww,iq,lwage76,lwage78,lwage80
413,0,1,0,1,17,24,0,1,0,1,200,528,1058,35,NA,5.298317367,6.269096284,6.964135612
414,0,1,0,1,16,25,0,5,0,1,NA,NA,NA,41,113,NA,NA,NA
415,0,1,0,1,17,24,0,1,0,1,350,300,NA,35,113,5.857933154,5.703782475,NA
416,0,1,0,1,14,24,0,6,0,0,375,NA,475,40,100,5.926926026,NA,6.163314804
419,0,1,0,1,16,25,0,5,0,1,481,625,808,37,97,6.17586727,6.43775165,6.694562059
420,0,1,0,1,18,31,0,8,0,1,962,1122,1298,44,125,6.869014451,7.022868086,7.168579897
421,0,1,0,1,15,27,0,3,0,1,423,673,865,42,106,6.047372179,6.51174533,6.762729507
423,0,1,0,1,15,27,0,6,0,1,500,924,500,28,101,6.214608098,6.828712072,6.214608098
424,0,1,0,1,9,30,0,9,0,1,450,400,750,37,NA,6.109247583,5.991464547,6.620073207
425,0,1,0,1,8,28,0,8,0,1,476,456,540,27,NA,6.165417854,6.12249281,6.29156914
426,0,1,0,1,12,24,0,8,0,1,136,536,601,21,NA,4.912654886,6.284134161,6.398594935
427,0,1,0,1,12,32,0,7,0,1,575,700,903,39,91,6.354370041,6.551080335,6.805722553
428,0,1,0,1,12,33,0,8,0,1,577,718,900,28,86,6.357842267,6.576469569,6.802394763
429,0,1,0,1,12,31,0,8,0,1,310,458,625,32,110,5.736572297,6.126869184,6.43775165
430,0,1,0,1,9,30,0,3,0,1,700,321,600,38,NA,6.551080335,5.771441123,6.396929655
432,0,1,0,1,15,25,0,7,0,1,NA,NA,NA,29,107,NA,NA,NA
433,0,1,0,1,14,32,0,4,0,1,1322,1346,1587,47,92,7.18690102,7.20489251,7.369600721
434,0,1,0,1,10,34,0,5,0,1,551,435,962,41,85,6.311734809,6.075346031,6.869014451
435,0,1,0,1,17,30,0,8,0,1,881,1218,1538,36,120,6.781057626,7.104965448,7.33823815
439,0,1,0,1,12,25,0,6,0,1,760,672,1111,27,NA,6.633318433,6.510258341,7.01301579
441,0,1,0,1,12,32,0,8,0,1,708,913,950,52,NA,6.562444094,6.816735881,6.856461985
442,0,1,0,1,12,26,0,8,0,1,425,608,740,24,NA,6.052089169,6.410174882,6.606650186
443,0,1,0,1,12,26,0,9,0,1,427,489,NA,35,107,6.056784013,6.192362489,NA
444,0,1,0,1,16,24,0,9,0,1,576,684,NA,43,116,6.356107661,6.527957918,NA
446,0,1,0,1,9,32,0,9,0,1,400,545,642,34,NA,5.991464547,6.300785795,6.464588304
447,0,1,0,1,8,34,0,9,0,0,NA,NA,NA,39,NA,NA,NA,NA
449,0,1,0,1,12,31,0,8,0,0,500,500,625,30,NA,6.214608098,6.214608098,6.43775165
450,0,1,0,1,12,28,0,8,0,0,531,625,753,29,NA,6.274762021,6.43775165,6.624065228
453,0,1,0,1,16,28,0,3,0,1,673,1925,NA,43,121,6.51174533,7.562681247,NA
454,0,1,0,1,16,27,0,3,0,1,577,885,1282,41,112,6.357842267,6.785587645,7.156176637
457,0,1,0,1,12,34,0,8,0,1,NA,1000,771,39,91,NA,6.907755279,6.647688374
458,0,1,0,1,16,24,0,2,0,1,325,NA,533,39,NA,5.783825182,NA,6.278521424
459,0,1,0,1,12,34,0,8,0,0,NA,NA,NA,40,93,NA,NA,NA
461,0,1,0,1,11,29,0,8,0,0,500,600,800,40,NA,6.214608098,6.396929655,6.684611728
462,0,1,0,1,12,25,0,8,0,0,770,471,NA,43,100,6.646390515,6.154858094,NA
464,0,1,0,1,12,26,0,6,0,1,500,446,NA,37,112,6.214608098,6.100318952,NA
467,0,1,0,1,16,28,0,2,0,1,391,916,860,41,108,5.96870756,6.820016365,6.756932389
468,0,1,0,1,12,34,0,5,0,1,810,756,1000,42,90,6.697034248,6.628041376,6.907755279
469,1,1,1,0,9,34,0,5,1,0,543,481,895,39,86,6.29710932,6.17586727,6.796823718
471,1,1,1,0,12,28,0,9,1,0,NA,NA,NA,28,70,NA,NA,NA
473,1,1,1,0,9,34,0,3,1,0,593,613,1000,37,NA,6.385194399,6.418364936,6.907755279
474,1,1,1,0,17,25,0,3,0,1,864,NA,NA,40,127,6.761572769,NA,NA
475,1,1,1,0,10,28,0,9,1,0,700,734,1205,32,86,6.551080335,6.598509029,7.094234846
477,1,1,1,0,12,25,0,3,0,0,510,700,750,27,113,6.234410726,6.551080335,6.620073207
479,1,1,1,0,13,34,0,6,0,1,615,692,654,51,111,6.421622268,6.539585956,6.483107351
481,1,1,1,0,14,29,0,8,0,1,761,913,NA,41,113,6.634633358,6.816735881,NA
484,1,1,0,1,10,31,0,9,0,1,493,1205,NA,32,81,6.200509174,7.094234846,NA
485,1,1,0,1,16,24,0,3,0,1,445,481,529,34,111,6.098074282,6.17586727,6.270988432
486,1,1,0,1,12,25,0,8,0,1,425,425,635,20,NA,6.052089169,6.052089169,6.453624999
487,1,1,0,1,16,24,0,3,0,1,750,1000,900,24,112,6.620073207,6.907755279,6.802394763
488,1,1,0,1,16,24,0,3,0,1,700,855,755,30,114,6.551080335,6.751101469,6.626717749
489,1,1,0,1,12,24,0,7,0,1,438,611,688,33,NA,6.08221891,6.415096959,6.533788838
490,1,1,0,1,12,29,0,3,0,1,608,625,601,30,111,6.410174882,6.43775165,6.398594935
491,1,1,0,1,13,24,0,8,0,1,450,400,600,32,106,6.109247583,5.991464547,6.396929655
492,1,1,1,0,3,26,0,8,0,1,313,NA,NA,6,NA,5.746203191,NA,NA
494,1,1,1,0,7,33,0,8,1,1,250,NA,600,NA,NA,5.521460918,NA,6.396929655
495,1,1,1,0,18,34,0,3,0,1,NA,NA,NA,45,112,NA,NA,NA
496,1,1,1,0,14,33,0,3,0,1,500,NA,NA,26,79,6.214608098,NA,NA
497,0,0,0,0,12,26,0,6,0,1,365,381,433,28,98,5.899897354,5.942799375,6.070737728
498,0,0,0,0,12,24,0,6,0,0,NA,310,398,14,NA,NA,5.736572297,5.986452005
499,0,0,0,0,12,26,0,6,0,1,813,889,1188,28,105,6.70073111,6.790097236,7.0800265
500,0,0,0,0,12,25,0,6,0,0,326,409,606,33,NA,5.786897381,6.013715156,6.406879986
501,0,0,0,0,12,29,0,9,0,0,524,800,635,29,105,6.261491684,6.684611728,6.453624999
502,0,0,0,0,13,28,0,6,0,1,815,938,1225,44,118,6.703188113,6.843749949,7.110696123
504,0,0,0,0,12,28,0,6,0,1,750,813,963,35,100,6.620073207,6.70073111,6.870053412
505,0,0,0,0,17,24,0,7,0,1,525,644,860,36,NA,6.263398263,6.467698726,6.756932389
506,0,0,0,0,12,32,0,6,0,1,1125,1202,1150,38,90,7.025538315,7.091742115,7.047517221
508,0,0,0,0,12,28,0,8,0,1,625,721,865,34,95,6.43775165,6.580639137,6.762729507
509,0,0,0,0,14,25,0,3,0,1,715,780,1031,24,112,6.572282543,6.65929392,6.938284484
510,0,0,0,0,12,31,0,6,0,0,591,NA,NA,32,96,6.381816017,NA,NA
511,0,0,0,0,14,25,0,2,0,0,NA,NA,NA,40,113,NA,NA,NA
512,0,0,0,0,17,27,0,3,0,1,404,806,955,37,127,6.001414878,6.692083743,6.86171134
514,0,1,0,1,12,28,0,6,0,1,675,838,1049,39,120,6.514712691,6.7310181,6.955592608
515,0,1,0,1,12,25,0,6,0,1,444,440,1000,41,123,6.095824562,6.086774727,6.907755279
516,0,1,0,1,12,24,0,6,0,1,488,NA,850,34,NA,6.190315406,NA,6.745236349
517,0,1,0,1,9,34,0,8,0,1,695,850,1000,42,NA,6.543911846,6.745236349,6.907755279
518,0,1,0,1,12,25,0,6,0,1,700,600,1278,25,98,6.551080335,6.396929655,7.153051635
519,0,1,0,1,12,24,0,8,0,1,325,530,685,24,NA,5.783825182,6.272877007,6.529418838
520,0,1,0,1,9,25,0,5,0,1,556,500,650,30,NA,6.320768294,6.214608098,6.476972363
521,1,1,1,0,12,25,0,3,0,1,NA,167,NA,14,107,NA,5.117993812,NA
522,1,1,1,0,12,26,0,6,0,1,325,300,560,25,114,5.783825182,5.703782475,6.327936784
523,1,1,1,0,13,26,0,1,0,1,668,930,1105,32,103,6.504288174,6.835184586,7.007600614
524,1,1,1,0,18,31,0,1,0,1,2404,1923,1923,40,121,7.784889296,7.561641746,7.561641746
525,1,1,1,0,16,25,0,2,0,1,758,817,750,38,117,6.630683386,6.705639095,6.620073207
526,1,1,1,0,16,34,0,3,0,1,986,962,1346,44,90,6.893656355,6.869014451,7.20489251
527,1,1,1,0,12,25,0,3,0,1,577,649,809,32,125,6.357842267,6.475432717,6.695798917
529,1,1,1,0,17,29,0,3,0,0,286,NA,NA,39,104,5.655991811,NA,NA
531,1,1,1,0,14,28,0,1,0,1,231,NA,NA,40,106,5.442417711,NA,NA
532,1,1,1,0,12,25,0,8,0,1,513,521,650,33,NA,6.240275845,6.255750042,6.476972363
533,1,1,1,0,15,28,0,7,0,1,615,755,933,36,122,6.421622268,6.626717749,6.838405201
534,1,1,1,0,15,25,0,7,0,1,700,989,NA,43,120,6.551080335,6.896694332,NA
536,1,1,1,0,12,25,0,8,0,1,NA,NA,NA,33,NA,NA,NA,NA
537,1,1,1,0,18,33,0,5,0,1,714,793,923,41,112,6.570882962,6.675823222,6.827629235
539,1,1,1,0,9,30,0,8,0,1,701,906,NA,31,NA,6.552507887,6.809039306,NA
540,1,1,1,0,12,24,0,8,1,1,462,538,641,29,NA,6.135564891,6.28785856,6.463029457
542,1,1,0,1,18,28,0,8,0,1,868,1538,1496,34,109,6.766191715,7.33823815,7.310550159
544,1,1,0,1,16,29,0,7,0,0,917,875,1346,46,128,6.821107472,6.774223886,7.20489251
545,1,1,0,1,12,27,0,3,0,1,1065,1195,1200,35,97,6.970730078,7.085901464,7.090076836
546,0,1,1,0,12,29,0,3,0,1,400,455,500,35,96,5.991464547,6.120297419,6.214608098
547,0,1,1,0,12,27,0,3,0,1,640,913,NA,41,103,6.461468176,6.816735881,NA
548,0,1,1,0,13,24,0,8,0,1,285,250,625,16,NA,5.65248918,5.521460918,6.43775165
551,0,1,1,0,17,27,0,3,0,1,641,817,1202,38,127,6.463029457,6.705639095,7.091742115
552,0,1,1,0,16,27,0,8,0,1,NA,600,875,37,116,NA,6.396929655,6.774223886
561,1,1,1,0,13,32,0,9,0,1,389,500,NA,21,NA,5.963579344,6.214608098,NA
562,1,1,1,0,12,25,0,5,0,1,1010,NA,NA,29,NA,6.91770561,NA,NA
564,1,1,1,0,12,24,0,6,0,0,817,1106,1325,44,97,6.705639095,7.008505182,7.189167738
565,1,1,1,0,17,27,0,7,0,1,975,1084,NA,43,120,6.882437471,6.988413182,NA
567,1,1,1,0,12,29,0,8,1,1,750,817,900,21,78,6.620073207,6.705639095,6.802394763
570,1,1,1,0,15,24,0,8,0,0,463,375,NA,46,118,6.137727054,5.926926026,NA
571,1,1,1,0,12,28,0,5,0,1,1387,1286,1571,NA,NA,7.23489842,7.159291905,7.359467638
572,1,1,1,0,12,25,0,5,0,1,577,813,850,41,NA,6.357842267,6.70073111,6.745236349
575,1,1,1,0,12,27,0,7,0,1,401,NA,NA,27,89,5.993961427,NA,NA
576,1,1,1,0,10,26,0,7,0,1,320,NA,NA,24,NA,5.768320996,NA,NA
577,1,1,1,0,11,27,0,8,1,1,NA,486,NA,22,NA,NA,6.186208624,NA
578,1,1,1,0,12,25,0,9,1,1,NA,568,NA,26,NA,NA,6.342121419,NA
581,1,1,1,0,12,27,0,2,0,1,514,NA,NA,36,NA,6.242223265,NA,NA
582,1,1,1,0,11,25,0,2,0,1,208,NA,NA,NA,NA,5.33753808,NA,NA
583,1,1,1,0,17,27,0,8,0,1,1192,1410,2500,50,122,7.083387848,7.251344983,7.824046011
584,1,1,1,0,14,26,0,8,0,1,625,641,NA,33,98,6.43775165,6.463029457,NA
585,1,1,1,0,17,34,0,8,0,1,481,NA,NA,44,NA,6.17586727,NA,NA
586,1,1,1,0,12,26,0,8,0,1,NA,NA,NA,18,97,NA,NA,NA
588,1,1,1,0,13,27,0,3,0,1,714,NA,NA,18,101,6.570882962,NA,NA
590,1,1,1,0,11,27,0,8,0,1,625,875,NA,30,NA,6.43775165,6.774223886,NA
591,1,1,1,0,12,30,0,9,0,1,553,600,800,39,112,6.315358002,6.396929655,6.684611728
592,1,1,1,0,12,34,0,8,0,1,579,673,800,32,88,6.361302478,6.51174533,6.684611728
593,1,1,1,0,18,28,0,2,0,1,841,748,875,52,NA,6.73459166,6.617402978,6.774223886
594,1,1,1,0,18,33,0,3,0,1,1923,NA,NA,48,136,7.561641746,NA,NA
598,1,1,1,0,16,26,0,5,0,1,806,1374,1648,50,124,6.692083743,7.225481473,7.40731771
601,1,1,1,0,12,29,0,9,1,1,344,490,629,31,96,5.840641657,6.194405391,6.444131257
605,1,1,1,0,12,32,0,6,0,1,962,1106,1034,39,97,6.869014451,7.008505182,6.941190055
606,1,1,1,0,11,26,0,9,1,1,NA,413,NA,31,NA,NA,6.023447593,NA
609,1,1,1,0,11,31,0,9,0,1,NA,315,363,18,NA,NA,5.752572639,5.894402834
611,1,1,1,0,9,34,0,9,1,1,NA,NA,NA,27,NA,NA,NA,NA
612,1,1,1,0,12,32,0,7,0,0,600,692,889,40,NA,6.396929655,6.539585956,6.790097236
613,1,1,1,0,12,30,0,6,0,0,NA,NA,NA,37,111,NA,NA,NA
615,1,1,1,0,18,34,0,5,0,1,837,1359,1462,49,107,6.72982407,7.214504414,7.28756064
616,1,1,1,0,16,24,0,9,0,1,625,NA,NA,41,NA,6.43775165,NA,NA
617,1,1,1,0,16,28,0,9,0,1,563,NA,NA,41,111,6.333279628,NA,NA
618,1,1,1,0,16,28,0,7,0,1,1410,1923,2404,43,102,7.251344983,7.561641746,7.784889296
619,1,1,1,0,12,25,0,4,0,1,480,1000,1316,30,115,6.173786104,6.907755279,7.182352112
620,1,1,1,0,12,28,0,8,0,1,NA,NA,NA,36,76,NA,NA,NA
621,1,1,1,0,12,24,0,8,0,1,600,520,NA,32,94,6.396929655,6.253828812,NA
623,1,1,1,0,9,28,0,9,0,1,300,463,NA,30,NA,5.703782475,6.137727054,NA
624,1,1,1,0,9,25,0,9,0,1,505,NA,375,20,NA,6.224558429,NA,5.926926026
626,1,1,1,0,14,25,0,6,1,1,417,500,NA,31,92,6.033086222,6.214608098,NA
627,1,1,1,0,12,24,0,6,1,1,300,436,525,27,NA,5.703782475,6.077642243,6.263398263
628,1,1,1,0,18,27,0,1,0,1,865,NA,NA,37,NA,6.762729507,NA,NA
629,1,1,1,0,16,25,0,1,0,1,300,NA,483,33,116,5.703782475,NA,6.180016654
630,1,1,1,0,18,29,0,2,0,1,NA,962,962,45,NA,NA,6.869014451,6.869014451
635,1,1,1,0,12,32,0,8,0,1,721,664,980,41,101,6.580639137,6.498282149,6.887552572
637,1,1,1,0,16,28,0,5,0,1,NA,NA,NA,30,119,NA,NA,NA
638,1,1,1,0,12,34,0,3,0,1,NA,NA,NA,36,109,NA,NA,NA
640,1,1,1,0,12,34,0,9,0,1,856,946,NA,32,99,6.752270376,6.852242569,NA
641,1,1,1,0,10,30,0,8,0,1,738,857,884,42,106,6.603943825,6.753437919,6.784457063
644,1,1,1,0,17,31,0,2,1,1,1058,1250,1442,40,NA,6.964135612,7.13089883,7.273786318
647,1,1,1,0,12,32,0,8,1,1,529,824,538,25,NA,6.270988432,6.71417053,6.28785856
648,1,1,1,0,11,34,0,9,0,1,572,576,NA,30,122,6.349138991,6.356107661,NA
649,1,1,1,0,12,32,0,9,0,0,805,NA,1200,32,88,6.690842277,NA,7.090076836
651,1,1,1,0,10,30,0,8,0,1,400,563,480,28,59,5.991464547,6.333279628,6.173786104
652,1,1,1,0,18,29,0,2,0,1,962,5455,NA,48,126,6.869014451,8.604287898,NA
653,1,1,1,0,18,27,0,1,0,1,817,NA,NA,40,126,6.705639095,NA,NA
654,1,1,1,0,13,28,0,2,0,1,740,900,1320,47,NA,6.606650186,6.802394763,7.185387016
655,1,1,1,0,18,30,0,3,0,1,721,928,923,54,105,6.580639137,6.833031733,6.827629235
658,1,1,1,0,18,24,0,1,0,1,913,1442,1709,29,123,6.816735881,7.273786318,7.443663683
660,1,1,1,0,15,26,0,3,0,1,NA,563,NA,33,156,NA,6.333279628,NA
662,1,1,1,0,17,27,0,6,0,1,379,460,513,30,119,5.937536205,6.131226489,6.240275845
663,1,1,1,0,14,26,0,6,0,1,350,673,NA,35,108,5.857933154,6.51174533,NA
667,1,1,1,0,11,33,0,8,0,1,694,874,1106,36,93,6.542471961,6.773080376,7.008505182
669,1,1,1,0,12,32,0,4,0,1,1014,1202,1192,38,82,6.921658184,7.091742115,7.083387848
670,1,1,1,0,16,34,0,1,0,1,NA,NA,NA,44,117,NA,NA,NA
671,1,1,1,0,18,34,0,1,0,1,1136,962,1581,49,123,7.035268599,6.869014451,7.365812837
673,1,1,1,0,18,30,0,1,0,1,1709,1923,2771,45,134,7.443663683,7.561641746,7.926963545
675,1,1,1,0,12,26,0,5,0,1,529,1202,779,29,84,6.270988432,7.091742115,6.658011046
676,1,1,1,0,17,32,0,2,1,1,673,748,NA,38,101,6.51174533,6.617402978,NA
677,1,1,1,0,17,28,0,1,0,1,1010,1327,1442,45,125,6.91770561,7.190676034,7.273786318
679,1,1,1,0,18,28,0,2,0,1,846,NA,NA,43,117,6.74051936,NA,NA
680,1,1,1,0,11,27,0,3,0,1,710,887,950,36,98,6.56526497,6.787844982,6.856461985
681,1,1,1,0,16,26,0,2,0,0,820,1106,1394,41,118,6.70930434,7.008505182,7.239932591
682,1,1,1,0,12,24,0,2,0,1,447,508,500,NA,NA,6.102558595,6.230481448,6.214608098
685,1,1,1,0,15,25,0,7,0,1,500,690,417,26,129,6.214608098,6.536691598,6.033086222
686,1,1,1,0,16,31,0,3,0,1,1049,NA,NA,44,96,6.955592608,NA,NA
687,1,1,1,0,18,29,0,2,0,1,1202,1648,1923,40,124,7.091742115,7.40731771,7.561641746
689,1,1,1,0,12,33,0,9,0,1,690,751,893,27,NA,6.536691598,6.621405652,6.794586581
692,1,1,1,0,16,28,0,8,0,1,648,731,1081,42,122,6.473890696,6.59441346,6.985641818
694,1,1,1,0,11,24,0,7,0,1,NA,NA,NA,34,94,NA,NA,NA
695,1,1,1,0,13,30,0,3,0,1,875,NA,NA,37,85,6.774223886,NA,NA
703,1,1,1,0,17,25,0,3,0,1,548,736,865,39,112,6.306275287,6.601230119,6.762729507
704,1,1,1,0,7,28,0,8,0,1,600,824,800,30,NA,6.396929655,6.71417053,6.684611728
705,1,1,1,0,15,34,0,5,0,1,2244,NA,NA,45,111,7.716015267,NA,NA
706,1,1,1,0,12,31,0,5,0,1,1442,NA,NA,42,90,7.273786318,NA,NA
708,1,1,1,0,12,34,0,9,1,1,320,875,1070,38,NA,5.768320996,6.774223886,6.975413927
709,1,1,1,0,18,33,0,6,0,1,1262,NA,1374,43,101,7.140453043,NA,7.225481473
710,1,1,1,0,12,24,0,7,0,1,600,563,650,18,100,6.396929655,6.333279628,6.476972363
711,1,1,1,0,11,26,0,9,1,1,300,300,NA,25,95,5.703782475,5.703782475,NA
714,1,1,1,0,16,24,0,3,0,1,538,900,865,44,120,6.28785856,6.802394763,6.762729507
715,1,1,1,0,12,33,0,9,0,0,744,962,1008,44,NA,6.612041035,6.869014451,6.915723449
717,1,1,1,0,12,33,0,4,0,1,846,1010,923,36,101,6.74051936,6.91770561,6.827629235
719,1,1,1,0,16,29,0,3,0,1,813,769,1050,44,NA,6.70073111,6.64509097,6.956545443
721,1,1,1,0,12,28,0,9,0,1,1000,780,682,34,90,6.907755279,6.65929392,6.525029658
727,1,1,1,0,16,26,0,2,0,1,561,877,1100,34,122,6.329720906,6.776506992,7.003065459
728,1,1,1,0,17,33,0,4,0,1,NA,NA,NA,46,140,NA,NA,NA
729,1,1,1,0,18,26,0,1,0,1,285,343,467,41,140,5.65248918,5.837730447,6.146329258
730,1,1,1,0,17,24,0,1,0,1,NA,462,538,36,114,NA,6.135564891,6.28785856
731,1,1,1,0,16,28,0,3,0,1,NA,NA,NA,40,117,NA,NA,NA
732,1,1,1,0,16,27,0,2,0,1,437,NA,NA,37,106,6.079933195,NA,NA
733,1,1,1,0,13,25,0,3,0,1,325,525,670,27,93,5.783825182,6.263398263,6.507277712
734,1,1,1,0,16,28,0,6,0,1,580,1010,1125,30,119,6.363028104,6.91770561,7.025538315
735,1,1,1,0,16,26,0,3,1,1,588,833,1299,33,95,6.376726948,6.725033642,7.169350017
742,1,1,1,0,18,29,0,2,0,1,801,NA,NA,44,115,6.685860947,NA,NA
743,1,1,1,0,18,31,0,1,0,1,NA,NA,NA,46,128,NA,NA,NA
744,1,1,1,0,18,28,0,3,0,1,NA,NA,NA,44,120,NA,NA,NA
747,1,1,1,0,14,25,0,8,0,1,312,NA,920,32,119,5.743003188,NA,6.82437367
749,1,1,1,0,12,29,0,8,1,1,250,265,450,19,67,5.521460918,5.579729826,6.109247583
750,1,1,1,0,15,27,0,8,1,1,500,NA,625,34,97,6.214608098,NA,6.43775165
751,1,1,1,0,12,33,0,4,1,1,750,855,1028,28,111,6.620073207,6.751101469,6.935370446
752,1,1,1,0,13,31,0,7,0,1,343,378,464,41,101,5.837730447,5.934894196,6.139884552
753,1,1,1,0,15,28,0,7,0,1,250,NA,NA,32,112,5.521460918,NA,NA
754,1,1,1,0,16,24,0,5,0,1,700,NA,NA,26,107,6.551080335,NA,NA
756,1,1,1,0,12,25,0,8,0,1,400,667,863,22,93,5.991464547,6.502790046,6.760414691
757,1,1,1,0,17,27,0,2,0,1,555,597,535,37,122,6.318968114,6.391917113,6.282266747
758,1,1,1,0,15,28,0,3,0,1,699,1077,2404,38,106,6.549650742,6.981934677,7.784889296
759,1,1,1,0,14,24,0,3,0,1,1923,NA,NA,31,NA,7.561641746,NA,NA
762,1,1,1,0,18,32,0,9,0,1,1216,1538,1899,49,127,7.103322063,7.33823815,7.549082711
763,1,1,1,0,16,29,0,3,0,1,615,697,758,35,113,6.421622268,6.546785411,6.630683386
764,1,1,1,0,14,25,0,3,0,1,745,1125,1250,36,115,6.613384218,7.025538315,7.13089883
765,1,1,1,0,16,24,0,1,0,1,458,6928,NA,37,NA,6.126869184,8.84332645,NA
767,1,1,1,0,18,25,0,5,0,1,647,NA,NA,45,118,6.472346295,NA,NA
768,1,1,1,0,12,25,0,6,0,1,745,NA,NA,37,106,6.613384218,NA,NA
770,1,1,1,0,16,25,0,2,0,1,815,1154,NA,40,118,6.703188113,7.050989447,NA
772,1,1,1,0,16,31,0,5,0,1,865,1374,1731,46,126,6.762729507,7.225481473,7.456454555
773,1,1,1,0,12,28,0,8,0,1,542,750,711,40,95,6.295266001,6.620073207,6.56667243
774,1,1,1,0,13,27,0,2,0,1,365,NA,NA,35,107,5.899897354,NA,NA
775,1,1,1,0,10,24,0,2,0,1,417,513,701,32,100,6.033086222,6.240275845,6.552507887
776,1,1,1,0,16,27,0,4,0,1,657,824,1162,40,102,6.487684018,6.71417053,7.057897937
777,1,1,1,0,15,26,0,4,0,1,529,643,769,43,113,6.270988432,6.466144724,6.64509097
778,1,1,1,0,17,29,0,6,0,1,851,995,1197,46,96,6.746412129,6.902742737,7.087573706
779,1,1,1,0,12,25,0,5,0,1,663,891,1000,32,106,6.49677499,6.792344427,6.907755279
781,1,1,1,0,16,24,0,3,0,1,529,879,783,33,NA,6.270988432,6.778784898,6.663132696
783,1,1,1,0,16,29,0,6,0,1,NA,NA,NA,41,118,NA,NA,NA
784,1,1,1,0,18,28,0,6,0,1,889,1110,1370,47,111,6.790097236,7.012115294,7.222566019
785,1,1,1,0,17,28,0,4,0,1,865,1155,NA,43,113,6.762729507,7.051855623,NA
786,1,1,1,0,18,26,0,2,0,1,231,162,769,46,138,5.442417711,5.087596335,6.64509097
791,1,1,1,0,12,32,0,7,0,0,802,855,1058,NA,110,6.687108608,6.751101469,6.964135612
792,1,1,1,0,13,27,0,3,0,1,533,707,NA,50,105,6.278521424,6.561030666,NA
798,1,1,1,0,15,25,0,2,1,1,775,875,1025,29,85,6.652863029,6.774223886,6.932447892
799,1,1,1,0,14,24,0,2,1,1,476,NA,643,26,NA,6.165417854,NA,6.466144724
800,1,1,1,0,16,33,0,5,0,1,865,NA,NA,46,113,6.762729507,NA,NA
801,1,1,1,0,16,28,0,6,0,0,1014,1183,1100,51,117,6.921658184,7.075808864,7.003065459
802,1,1,1,0,18,32,0,1,0,1,641,615,654,56,126,6.463029457,6.421622268,6.483107351
803,1,1,1,0,16,24,0,7,0,1,333,500,714,34,125,5.80814249,6.214608098,6.570882962
804,1,1,1,0,11,34,0,8,1,1,556,500,925,18,NA,6.320768294,6.214608098,6.829793738
805,1,1,1,0,18,26,0,6,0,1,528,577,726,37,125,6.269096284,6.357842267,6.587550015
807,1,1,1,0,12,26,0,3,0,1,635,NA,902,32,NA,6.453624999,NA,6.80461452
809,1,1,1,0,11,27,0,9,1,1,500,625,688,37,NA,6.214608098,6.43775165,6.533788838
810,1,1,1,0,16,34,0,4,1,1,1154,1202,1346,49,89,7.050989447,7.091742115,7.20489251
813,1,1,1,0,18,26,0,9,0,1,855,NA,1010,40,NA,6.751101469,NA,6.91770561
814,1,1,1,0,12,28,0,2,0,0,479,800,924,38,NA,6.171700597,6.684611728,6.828712072
815,1,1,1,0,18,25,0,5,0,1,817,NA,766,31,125,6.705639095,NA,6.64118217
816,1,1,1,0,18,29,0,2,0,1,692,1500,2067,47,129,6.539585956,7.313220387,7.63385356
817,1,1,1,0,16,33,0,5,0,0,989,1154,1319,47,118,6.896694332,7.050989447,7.184629153
818,1,1,1,0,16,31,0,4,0,1,447,497,609,34,114,6.102558595,6.208590026,6.411818268
819,1,1,1,0,18,34,0,2,0,1,1002,1239,1410,40,121,6.909753282,7.122059882,7.251344983
820,1,1,1,0,18,34,0,3,0,1,1241,1202,2163,51,115,7.123672785,7.091742115,7.679251426
821,1,1,1,0,14,32,0,4,0,0,921,1058,1273,44,120,6.825460036,6.964135612,7.149131599
822,1,1,1,0,12,28,0,8,0,1,571,413,385,37,85,6.34738921,6.023447593,5.953243334
824,1,1,1,0,12,31,0,8,0,1,525,988,1140,43,109,6.263398263,6.895682698,7.038783541
827,1,1,1,0,12,28,0,6,0,1,1154,1563,1698,42,117,7.050989447,7.35436233,7.437206367
828,1,1,1,0,13,24,0,6,0,1,NA,433,780,35,112,NA,6.070737728,6.65929392
832,1,1,1,0,12,24,0,8,1,1,480,350,NA,31,NA,6.173786104,5.857933154,NA
834,1,1,1,0,11,24,0,7,0,1,NA,500,1111,33,NA,NA,6.214608098,7.01301579
835,1,1,1,0,11,27,0,9,0,1,NA,NA,NA,40,NA,NA,NA,NA
836,1,1,1,0,11,24,0,9,0,1,839,1047,1245,29,NA,6.732210706,6.953684211,7.126890809
837,1,1,1,0,12,24,0,6,0,1,NA,600,NA,27,NA,NA,6.396929655,NA
838,1,1,1,0,14,33,0,7,0,1,1402,NA,NA,42,NA,7.245655068,NA,NA
839,1,1,1,0,16,28,0,7,0,0,NA,NA,NA,38,113,NA,NA,NA
840,1,1,1,0,13,27,0,9,1,1,400,490,NA,21,NA,5.991464547,6.194405391,NA
841,1,1,1,0,12,33,0,5,0,1,710,769,865,43,NA,6.56526497,6.64509097,6.762729507
842,1,1,1,0,15,27,0,1,0,1,NA,NA,NA,49,114,NA,NA,NA
845,1,1,1,0,14,24,0,6,0,1,635,NA,NA,29,104,6.453624999,NA,NA
846,1,1,1,0,13,26,0,6,0,1,388,500,578,28,109,5.96100534,6.214608098,6.359573869
847,1,1,1,0,12,26,0,8,0,1,688,800,950,28,105,6.533788838,6.684611728,6.856461985
848,1,1,1,0,12,29,0,9,0,1,NA,NA,NA,36,NA,NA,NA,NA
